idx,transaction_id,user_id,transaction_date,product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,merchant_id,device_type,location,USD
3611,c828a6c8-bc83-4ea0-83e5-3efe64e60d98,USER__041,2024-09-06,Gaming Credits,Battle Pass,Minecraft,6547.04,35.46,0.51,317,Credit Card,Successful,MERCH_0143,Android,Urban,78.99
3612,40c01b26-f394-461b-a147-b36e4862b4cb,USER__086,2025-01-11,Gaming Credits,1000 Game Coins,Free Fire,3375.23,38.19,6.8,110,UPI,Successful,MERCH_0729,Android,Urban,40.961040000000004
3613,56a611e6-5d95-4a52-93b7-6b1b955917ad,USER__148,2024-12-05,Electricity Bill,Agricultural Bill,MSEDCL,1294.12,48.23,33.08,388,Debit Card,Successful,MERCH_0749,Android,Rural,16.1082
3614,ab379251-d6fb-46b9-a938-6086f6fdc9f9,USER__181,2024-11-25,Flight Booking,Bangalore to Kolkata,Cleartrip,8912.26,18.73,32.74,963,Wallet Balance,Successful,MERCH_0309,Android,Urban,107.17188
3615,f4c94ae2-0b85-4ae8-8267-11729e6756b7,USER__121,2024-11-14,Hotel Booking,Deluxe Room,Airbnb,3209.38,12.45,90.26,464,Credit Card,Successful,MERCH_0603,Android,Urban,38.66196
3616,e8c7c971-3050-455c-b52b-9857986c05e0,USER__194,2024-12-07,Internet Bill,4G Unlimited Plan,Hathway,8855.27,11.42,60.41,385,Bank Transfer,Successful,MERCH_0168,iOS,Rural,106.40028000000001
3617,52fd12d8-07b5-4cc8-b226-7c17368d1ec2,USER__101,2024-09-16,Water Bill,Residential Connection,Mumbai Water,1641.28,33.97,69.0,475,Wallet Balance,Successful,MERCH_0403,Android,Urban,20.103
3618,6fa65f97-f16f-41fc-9d5f-25c2909f5349,USER__170,2024-11-01,Online Shopping,Fitness Tracker,Flipkart,105.71,46.0,76.33,370,Debit Card,Successful,MERCH_0388,Android,Urban,1.8205199999999997
3619,f36a0c9b-b60f-420b-8b05-9b10f274886b,USER__060,2024-11-17,Grocery Shopping,Whole Wheat Atta,Grofers,4221.08,2.36,25.76,934,Wallet Balance,Successful,MERCH_0956,Android,Rural,50.681279999999994
3620,633a3e32-176b-4ad0-b4a7-0ee2e169127b,USER__132,2024-10-28,Water Bill,Commercial Property,Mumbai Water,2295.87,48.15,44.8,343,Credit Card,Successful,MERCH_0166,Android,Urban,28.12824
3621,7d9bd309-53c2-438f-a205-2930a980473c,USER__068,2024-10-21,Movie Ticket,3 Idiots,PVR Cinemas,8092.77,27.91,65.25,412,Wallet Balance,Successful,MERCH_0575,Android,Urban,97.44816
3622,94e2dfb8-0864-4f2e-b870-93cd6410fcbc,USER__117,2024-10-18,Water Bill,Industrial Use,Hyderabad Water Board,3452.94,37.03,79.73,562,UPI,Successful,MERCH_0204,iOS,Urban,41.87964
3623,c6d4e992-abb8-4e8f-a47f-05e7ea6ce7cf,USER__095,2024-10-29,Gift Card,Rs. 1000 Shopping Voucher,Flipkart,5727.82,39.99,64.91,238,Debit Card,Successful,MERCH_0578,Android,Suburban,69.21372
3624,db639f6d-9b15-4d3d-9225-39cad12231d6,USER__137,2025-01-10,Gas Bill,Industrial Gas Supply,Adani Gas,4173.36,6.63,51.07,166,UPI,Successful,MERCH_0001,Android,Rural,50.15988
3625,4878c717-9df6-451b-96d1-7947dc285d43,USER__198,2024-10-11,Water Bill,Commercial Property,Hyderabad Water Board,7678.28,40.17,65.49,397,Bank Transfer,Successful,MERCH_0135,Android,Rural,92.6214
3626,57cb2567-01b8-424d-b847-8e0446e4c5e0,USER__168,2024-10-31,Electricity Bill,Temporary Connection Bill,MSEDCL,3409.37,48.61,43.12,373,Credit Card,Successful,MERCH_0719,iOS,Urban,41.495760000000004
3627,9c97b6ba-befa-4b08-9f1b-c19bd61f3c43,USER__108,2024-09-04,Loan Repayment,Home Loan EMI,HDFC Bank,6517.2,1.6,85.02,431,Bank Transfer,Successful,MERCH_0304,Android,Suburban,78.2256
3628,7f102281-8c98-4bbf-8ba7-f277eeb4016b,USER__065,2024-09-18,Internet Bill,Broadband 50Mbps Plan,Hathway,5616.93,14.81,83.1,387,UPI,Successful,MERCH_0807,Android,Urban,67.58088000000001
3629,0570adb3-6732-4785-8597-4e52eaf1a2c5,USER__028,2024-10-08,Rent Payment,Commercial Space Rent,NoBroker,5613.33,17.06,14.77,17,Bank Transfer,Successful,MERCH_0288,Android,Urban,67.56468000000001
3630,1c5c9536-16f4-4c09-8d11-15d66be07c2b,USER__030,2024-12-22,Movie Ticket,3 Idiots,SPI Cinemas,1917.79,4.55,77.84,303,Debit Card,Successful,MERCH_0246,Android,Urban,23.06808
3631,4d72e167-11b7-4aa2-b181-f9d565772486,USER__192,2024-11-25,Flight Booking,Delhi to Mumbai,Ixigo,2657.28,13.38,49.13,499,Wallet Balance,Successful,MERCH_0125,Android,Suburban,32.047920000000005
3632,43d3322e-bc87-4f3e-8ba7-f49a2245afb0,USER__005,2024-09-22,Gift Card,Rs. 500 E-Gift Card,Flipkart,2116.06,39.58,72.92,951,Credit Card,Successful,MERCH_0617,iOS,Suburban,25.86768
3633,8686888f-11f9-464d-9ed4-06458d9a63bc,USER__077,2024-11-13,Bus Ticket,AC Seater,Paytm Bus,6089.73,19.86,81.6,67,Wallet Balance,Successful,MERCH_0117,iOS,Urban,73.31508
3634,bf281fd5-f294-404f-8a8d-0eccc358e90f,USER__136,2024-11-17,Rent Payment,Commercial Space Rent,Nestaway,6845.55,24.18,52.66,180,Debit Card,Successful,MERCH_0758,Web,Suburban,82.43676
3636,8052049b-4eb5-45a8-94d3-abcdffb5196a,USER__085,2024-12-09,Loan Repayment,Business Loan Repayment,HDFC Bank,2539.47,18.33,55.22,920,Debit Card,Successful,MERCH_0151,Android,Urban,30.693599999999996
3637,47e666b4-c006-43f9-b6e3-bbc4d7ece957,USER__021,2024-11-01,Insurance Premium,Health Insurance,Max Life,6031.04,18.27,73.92,56,Debit Card,Successful,MERCH_0481,Android,Urban,72.59172000000001
3638,06106685-e16b-4516-b955-41ed33cc647a,USER__118,2024-11-11,Internet Bill,Fiber 100Mbps Plan,Airtel Broadband,6312.8,46.22,67.39,159,UPI,Successful,MERCH_0922,Android,Rural,76.30824000000001
3639,e57e9f44-bda2-4116-9a0c-9443438d3866,USER__187,2024-10-30,Insurance Premium,Motor Insurance,HDFC Life,4615.49,8.86,9.11,699,UPI,Successful,MERCH_0775,iOS,Suburban,55.4922
3640,454befa5-f5df-403f-b0ed-635659dc607f,USER__132,2024-10-26,Insurance Premium,Home Insurance,HDFC Life,8598.67,18.46,88.88,555,Wallet Balance,Successful,MERCH_0594,iOS,Urban,103.40556
3641,f3342e30-3967-4d86-b9ab-c35b4a21fc18,USER__113,2025-01-05,Gas Bill,Piped Natural Gas,Indraprastha Gas,1886.89,19.52,8.11,813,Credit Card,Successful,MERCH_0773,Android,Suburban,22.876920000000002
3643,fdedb1d8-edac-4a9c-8f41-cfa2ee3a8aeb,USER__089,2024-12-29,Mobile Recharge,Family Plan 999,BSNL,5779.57,23.3,10.61,949,Credit Card,Successful,MERCH_0963,Android,Urban,69.63444
3644,170d92d7-d3ba-4e38-a220-23be2021202d,USER__061,2024-11-02,Grocery Shopping,Basmati Rice,BigBasket,1003.73,32.45,18.35,562,Wallet Balance,Successful,MERCH_0848,iOS,Urban,12.43416
3645,50c23ef4-1ab0-4d51-934d-4a3b4e3e2256,USER__016,2025-01-05,Gift Card,Rs. 2000 Gift Voucher,Amazon Pay,4488.29,47.4,88.47,559,Wallet Balance,Successful,MERCH_0945,iOS,Urban,54.428279999999994
3646,a4006797-4525-4787-b67e-dc6664a6bf33,USER__079,2024-10-01,Mobile Recharge,Data Pack 50GB,Vodafone,1465.47,49.71,64.31,121,Debit Card,Successful,MERCH_0262,Web,Urban,18.18216
3647,9bf579cb-faf8-4837-8838-68d19984d5fd,USER__146,2024-10-05,Streaming Service,Basic Plan,Amazon Prime,4247.97,49.99,14.77,239,Wallet Balance,Successful,MERCH_0961,Android,Suburban,51.575520000000004
3648,5d9b5daa-1156-45c5-a5c0-17e0a51ebad1,USER__053,2024-11-24,Gaming Credits,Legendary Weapon,Roblox,6501.5,17.8,89.4,703,Credit Card,Successful,MERCH_0965,Web,Suburban,78.2316
3649,d84790d6-af36-433b-b781-ff95f3337135,USER__090,2024-09-08,Gaming Credits,Battle Pass,Free Fire,3521.03,5.38,20.3,256,Credit Card,Successful,MERCH_0355,Android,Urban,42.31692
3650,c42cb8c8-dcc6-42a6-a9e1-4c9b40ce632a,USER__190,2024-09-25,Water Bill,Residential Connection,Delhi Jal Board,4090.13,32.68,60.43,55,Bank Transfer,Successful,MERCH_0255,Android,Urban,49.47372000000001
3651,e0188864-77d3-4195-9102-518b39daf230,USER__130,2024-10-05,Movie Ticket,Dangal,INOX,9136.94,32.12,87.95,416,Bank Transfer,Successful,MERCH_0328,Android,Urban,110.02872000000002
3652,b4a977c2-044b-43ec-a1e8-9ccc3c9dfd59,USER__163,2024-10-05,Movie Ticket,Avengers: Endgame,PVR Cinemas,3381.68,13.43,40.99,822,Bank Transfer,Successful,MERCH_0264,Android,Urban,40.741319999999995
3653,58030b9b-9dfe-4d02-b090-9a4cc020b81b,USER__094,2024-09-07,Gaming Credits,Battle Pass,Roblox,7962.41,18.12,9.42,760,Debit Card,Successful,MERCH_0021,iOS,Rural,95.76636
3654,8b7c0ab1-c1f0-45f2-a747-c54cd810a6af,USER__145,2024-10-06,Gaming Credits,Legendary Weapon,Roblox,5986.04,44.2,25.28,299,UPI,Successful,MERCH_0138,Android,Urban,72.36288
3655,bb2f9d7d-f040-4552-a6b7-1b35d2ee9797,USER__005,2024-10-14,Gift Card,Rs. 5000 Luxury Card,Shoppers Stop,9566.31,31.18,96.7,235,Debit Card,Successful,MERCH_0288,Android,Suburban,115.16988
3656,9fa5a1da-071f-4628-979d-4718d7fdb3e7,USER__136,2025-01-05,Hotel Booking,Dormitory Bed,MakeMyTrip,5783.29,36.46,50.25,61,Bank Transfer,Successful,MERCH_0380,Android,Urban,69.837
3657,6be3c904-73f1-4a1f-8158-5c6d47e7baac,USER__107,2024-09-03,Flight Booking,Chennai to Hyderabad,Ixigo,2914.11,27.06,66.78,909,Credit Card,Successful,MERCH_0566,Android,Suburban,35.29404
3658,4bdb0add-f133-4046-843b-b51e3a890c14,USER__150,2024-12-04,Movie Ticket,PK,Carnival Cinemas,3709.92,19.17,57.26,169,Credit Card,Successful,MERCH_0921,iOS,Urban,44.74908
3659,f1909069-573c-4a9f-ba3c-c9d16761f01e,USER__021,2024-11-17,Insurance Premium,Travel Insurance,HDFC Life,6841.39,14.93,99.66,558,Credit Card,Successful,MERCH_0696,iOS,Urban,82.27584
3660,6d134531-a1e1-4ff5-b8ae-cd1952104034,USER__147,2024-10-12,Streaming Service,Basic Plan,Amazon Prime,3101.99,2.49,17.11,428,Wallet Balance,Successful,MERCH_0166,Android,Rural,37.25375999999999
3662,d1ccef5e-ad18-48a7-9296-35382bfb0aab,USER__086,2025-01-09,Taxi Fare,Rental Package,Ola,8759.44,5.93,79.1,694,Bank Transfer,Successful,MERCH_0219,iOS,Urban,105.18444000000001
3663,e27b4d2f-d6ba-4a3e-8f41-e253be54f353,USER__037,2024-12-31,Food Delivery,Masala Dosa,Swiggy,606.79,43.15,23.14,116,Bank Transfer,Successful,MERCH_0394,iOS,Urban,7.7992799999999995
3664,6f6f0462-7a3a-4dd5-bbd7-5738277c4906,USER__175,2024-11-03,Hotel Booking,Deluxe Room,MakeMyTrip,8540.92,22.25,99.12,224,UPI,Successful,MERCH_0626,iOS,Urban,102.75804000000001
3665,2486af4e-8136-40d9-88c7-72f5f7f89ef5,USER__098,2025-01-11,Flight Booking,Pune to Goa,Yatra,6807.35,2.0,39.33,423,Credit Card,Successful,MERCH_0890,Android,Urban,81.71220000000001
3666,12fa9d1e-30fa-4b33-89a7-3952ce850280,USER__082,2025-01-04,Rent Payment,1BHK Apartment Rent,Airbnb,4660.49,48.07,37.89,900,UPI,Successful,MERCH_0214,iOS,Urban,56.50272
3667,22fcd89e-1a9a-4fee-9c67-1e27119e082a,USER__110,2024-09-14,Insurance Premium,Motor Insurance,LIC,9200.15,16.97,36.31,682,Debit Card,Successful,MERCH_0773,iOS,Urban,110.60543999999999
3669,a09fb356-2fdd-40e5-939c-f9ac748498e6,USER__134,2024-12-20,Movie Ticket,PK,Cinepolis,1066.66,16.49,78.48,752,Wallet Balance,Successful,MERCH_0116,iOS,Suburban,12.997800000000002
3670,d41c53a0-adc6-478b-9cd9-8a08e745bd4c,USER__048,2024-10-10,Loan Repayment,Car Loan Installment,SBI,1388.35,41.93,0.72,892,Credit Card,Successful,MERCH_0308,Android,Rural,17.16336
3671,37b1c938-a219-49d5-96d5-4ce6c80d2910,USER__018,2024-11-04,Insurance Premium,Motor Insurance,SBI Life,8955.68,5.07,3.2,32,Wallet Balance,Successful,MERCH_0085,Android,Urban,107.529
3672,b75dcf81-7495-4e29-b49d-3ae153e0db73,USER__137,2025-01-10,Bus Ticket,AC Seater,MakeMyTrip Bus,2573.06,3.27,6.96,3,Bank Transfer,Successful,MERCH_0360,iOS,Suburban,30.91596
3673,eed4ba35-6587-476b-8f83-4a1a6b22b1c9,USER__140,2024-09-01,Electricity Bill,Industrial Bill,Reliance Energy,5238.49,45.32,85.19,171,Credit Card,Successful,MERCH_0161,Android,Urban,63.405719999999995
3674,f15560c6-5c10-4e5a-9771-73de2c186fe2,USER__039,2024-11-17,Gaming Credits,1000 Game Coins,Call of Duty Mobile,9720.15,29.85,66.51,432,Wallet Balance,Successful,MERCH_0188,iOS,Urban,117.0
3675,bd8152b7-5ac5-45e7-9a52-74ccec5b3c73,USER__022,2024-10-21,Insurance Premium,Home Insurance,SBI Life,3843.57,29.47,18.95,425,Credit Card,Successful,MERCH_0477,Android,Rural,46.47648
3676,2122014b-c6b4-43ed-ad42-2f4ef67fb6d5,USER__045,2024-10-18,Movie Ticket,Baahubali 2,Cinepolis,7403.13,3.77,41.79,933,Credit Card,Successful,MERCH_0001,Android,Urban,88.8828
3677,8b648602-5937-4e90-b209-1ad5b2d4a162,USER__130,2024-12-31,Movie Ticket,3 Idiots,INOX,3655.99,41.05,27.01,89,Debit Card,Successful,MERCH_0212,Android,Urban,44.36448
3678,8e7f7327-9dc1-4465-bc13-454231b1fb73,USER__069,2024-11-04,Education Fee,IELTS Training,BYJU'S,6080.3,43.19,64.04,690,Debit Card,Successful,MERCH_0298,Android,Urban,73.48188
3679,0e71cfda-544d-4ca3-9657-c34501faa7b3,USER__017,2024-11-21,Grocery Shopping,Dairy Milk Chocolate,Flipkart Supermart,9186.24,42.84,39.75,980,Credit Card,Successful,MERCH_0723,iOS,Urban,110.74896
3680,5f7a241c-eebf-4944-9665-c1fc7fce314f,USER__177,2025-01-03,Mobile Recharge,Postpaid Plan 599,BSNL,2747.62,19.78,25.91,426,Debit Card,Successful,MERCH_0790,Android,Urban,33.208800000000004
3681,d347a5bb-5f01-4479-a4ee-9e1f3a87f048,USER__192,2025-01-07,Streaming Service,Family Subscription,Hotstar,2594.17,13.2,72.74,45,UPI,Successful,MERCH_0916,Android,Urban,31.288439999999998
3682,1629593d-6cfc-4088-96ec-bfee35fa9560,USER__180,2024-10-26,Education Fee,Python Programming Course,Vedantu,4950.73,38.9,17.47,53,UPI,Successful,MERCH_0067,Web,Suburban,59.87555999999999
3683,f9d85365-41d8-4d99-b342-c7f603496ac8,USER__148,2024-10-22,Rent Payment,Commercial Space Rent,OYO Life,5954.13,48.03,67.59,132,Credit Card,Successful,MERCH_0466,Android,Suburban,72.02592
3684,910b093e-a52f-4a4f-a34b-8ae8ba08d339,USER__031,2024-09-04,Bus Ticket,Non-AC Seater,Paytm Bus,2604.51,42.8,86.46,999,Wallet Balance,Successful,MERCH_0398,Android,Urban,31.767720000000004
3685,09bbd770-b814-46bd-863f-ec8d64b17605,USER__059,2025-01-08,Insurance Premium,Home Insurance,LIC,5763.35,49.66,16.68,236,Credit Card,Successful,MERCH_0241,Android,Urban,69.75612000000001
3686,a6267f02-ba67-4efe-aeed-c24b499f6380,USER__177,2024-09-12,Food Delivery,Butter Chicken,Uber Eats,7935.25,34.54,2.34,25,UPI,Successful,MERCH_0438,Android,Urban,95.63748
3687,11632d5a-3251-442b-8818-60ea39c525f3,USER__195,2024-10-06,Hotel Booking,Service Apartment,OYO Rooms,4308.55,49.63,78.83,569,Credit Card,Successful,MERCH_0659,Android,Urban,52.29816
3688,c9274ab8-6bdd-42ee-a9ba-c905df4ddcf5,USER__054,2025-01-08,Internet Bill,4G Unlimited Plan,Jio Fiber,6155.6,15.79,88.84,151,Wallet Balance,Successful,MERCH_0957,Web,Urban,74.05668
3689,9951d460-060e-4cd8-a0b5-4f4ad021d20d,USER__069,2024-09-20,Water Bill,Borewell Charges,Mumbai Water,2797.39,43.96,39.86,347,Wallet Balance,Successful,MERCH_0793,Android,Urban,34.096199999999996
3690,454facd1-71a9-4eff-9b26-6d38fb3fe12f,USER__139,2024-10-16,Loan Repayment,Car Loan Installment,Bajaj Finserv,1981.44,22.05,17.58,605,Wallet Balance,Successful,MERCH_0351,iOS,Urban,24.04188
3691,b735f195-da2f-4360-aa5b-745b6d3f4fcf,USER__101,2024-12-09,Gas Bill,Industrial Gas Supply,Mahanagar Gas,4507.64,16.12,33.28,404,Bank Transfer,Successful,MERCH_0190,Android,Suburban,54.285120000000006
3692,5d9f7363-9708-46ad-86a7-e1de72abc6ad,USER__036,2025-01-01,Online Shopping,Fitness Tracker,Myntra,4944.25,19.15,31.02,370,Bank Transfer,Successful,MERCH_0388,iOS,Urban,59.5608
3693,3234d281-3fac-41e3-94d1-730d345ef580,USER__182,2024-11-17,Movie Ticket,Dangal,Cinepolis,8569.99,3.8,43.46,2,UPI,Successful,MERCH_0145,Android,Urban,102.88547999999999
3694,a178a1aa-9601-4eeb-872a-91a3ac8d2554,USER__058,2024-12-11,Gift Card,Rs. 250 Coffee Shop Card,Flipkart,3849.45,12.3,29.33,161,Bank Transfer,Successful,MERCH_0405,iOS,Rural,46.341
3695,226f1a24-f27b-48e1-8e5e-44339b663949,USER__004,2024-10-03,Movie Ticket,Avengers: Endgame,PVR Cinemas,9609.02,25.75,89.72,194,Debit Card,Successful,MERCH_0018,Android,Suburban,115.61724000000001
3696,8ce24b34-16e8-4abe-95a5-ab7199be309f,USER__153,2024-09-17,Food Delivery,Pizza Margherita,Swiggy,7674.17,0.62,18.31,575,Bank Transfer,Successful,MERCH_0503,Android,Suburban,92.09748
3697,a7e28dac-9dce-485e-816c-70a65fe91ede,USER__121,2024-12-01,Loan Repayment,Business Loan Repayment,Bajaj Finserv,3311.17,39.68,1.92,543,UPI,Successful,MERCH_0527,Android,Urban,40.2102
3698,e14c49de-9a26-4d6a-8d06-ae647d2f77e6,USER__116,2025-01-09,Movie Ticket,Avengers: Endgame,SPI Cinemas,8066.1,23.83,16.28,803,Bank Transfer,Successful,MERCH_0886,Android,Urban,97.07916
3699,44721507-df35-4eac-99a6-511637d8d698,USER__175,2025-01-08,Rent Payment,2BHK Flat Deposit,NoBroker,7972.29,46.65,90.07,44,UPI,Successful,MERCH_0033,Android,Rural,96.22728
3700,f0f500ee-c36a-4566-8384-c0e066f5b342,USER__018,2024-11-11,Internet Bill,4G Unlimited Plan,BSNL Broadband,6813.15,10.9,69.01,99,Credit Card,Successful,MERCH_0771,iOS,Urban,81.8886
3701,83532a48-b960-46e4-8337-c82c3e646d3a,USER__093,2024-12-27,Internet Bill,Broadband 50Mbps Plan,BSNL Broadband,7816.63,29.99,18.97,714,Credit Card,Successful,MERCH_0294,Android,Urban,94.15944
3702,b71136ef-7450-4a05-9a66-3a003fc03eb9,USER__060,2024-11-01,Grocery Shopping,Whole Wheat Atta,BigBasket,5522.37,33.31,94.94,575,UPI,Successful,MERCH_0505,Android,Urban,66.66816
3703,b0c5214f-4e5f-4270-a7b2-bc951e543fe4,USER__176,2024-11-06,Movie Ticket,Avengers: Endgame,PVR Cinemas,1624.55,5.9,48.67,121,Credit Card,Successful,MERCH_0564,Android,Urban,19.5654
3704,757560c8-d60d-4457-8405-5a7b6fa46a42,USER__140,2024-12-21,Education Fee,MBA Entrance Prep,Unacademy,3884.34,2.33,11.35,227,Wallet Balance,Successful,MERCH_0602,iOS,Suburban,46.64004
3705,1f882302-c41d-4016-ba8c-d7bace28300b,USER__106,2024-12-18,Bus Ticket,Semi-Sleeper,MakeMyTrip Bus,3630.04,8.59,43.12,738,Bank Transfer,Successful,MERCH_0522,Android,Suburban,43.663560000000004
3706,62a347be-9384-433a-a732-bfe30a329e56,USER__114,2024-10-02,Gas Bill,Commercial Gas Connection,Bharat Gas,1186.89,37.11,33.96,584,UPI,Successful,MERCH_0142,Android,Urban,14.688
3707,148093cd-b0e3-498d-8a44-7ae00143759b,USER__042,2024-10-03,Loan Repayment,Car Loan Installment,HDFC Bank,910.24,4.51,82.65,366,Credit Card,Successful,MERCH_0723,Android,Urban,10.977
3708,adda4e69-e4fc-4267-ad79-1ffcf034c5d1,USER__016,2024-09-11,Gaming Credits,Legendary Weapon,Minecraft,368.27,4.18,72.37,621,Bank Transfer,Successful,MERCH_0614,iOS,Urban,4.4694
3709,342f105a-06fc-41c6-a328-febae63dafd4,USER__124,2024-12-03,Mobile Recharge,Prepaid Plan 399,Idea,9034.93,3.43,44.41,466,Wallet Balance,Successful,MERCH_0727,iOS,Urban,108.46032000000001
3710,8783b5c8-b39d-4457-9409-2592d92fe59e,USER__122,2024-09-10,Mobile Recharge,Annual Plan 2999,Airtel,2752.97,38.32,59.21,566,UPI,Successful,MERCH_0612,iOS,Urban,33.49548
3712,e81e135b-710d-4af9-9eb1-0a8f05d266c7,USER__133,2024-12-18,Hotel Booking,Service Apartment,Airbnb,9638.15,26.2,2.86,652,Wallet Balance,Successful,MERCH_0569,Web,Urban,115.9722
3713,3f7ae9f2-38ca-4730-8637-f9da60f629ee,USER__070,2024-12-18,Electricity Bill,Temporary Connection Bill,CESC,5346.85,37.35,20.14,827,Debit Card,Successful,MERCH_0339,Android,Rural,64.61040000000001
3714,5bcd691f-39af-4104-a901-67202ff2b48f,USER__096,2024-09-14,Insurance Premium,Home Insurance,SBI Life,8600.79,27.04,46.91,947,Bank Transfer,Successful,MERCH_0002,Web,Rural,103.53396000000002
3715,b62bd7b0-3a15-4f35-8a63-842b079a75b8,USER__024,2024-12-23,Rent Payment,2BHK Flat Deposit,OYO Life,2115.56,17.91,33.07,207,Debit Card,Successful,MERCH_0194,Android,Urban,25.60164
3716,d4e91f4e-3057-4f9d-b5f0-cf925a34a2db,USER__190,2024-09-22,Insurance Premium,Home Insurance,LIC,5942.36,7.83,2.09,434,Bank Transfer,Successful,MERCH_0273,iOS,Urban,71.40227999999999
3717,521823ea-9780-4453-acfb-3b9527522d60,USER__051,2024-11-23,Grocery Shopping,Refined Sunflower Oil,Grofers,136.07,16.74,9.74,335,Bank Transfer,Successful,MERCH_0017,Web,Urban,1.83372
3718,5868cbae-232b-49ad-a88e-58faddf34618,USER__199,2024-10-25,Movie Ticket,3 Idiots,Cinepolis,8067.4,2.65,93.69,184,Wallet Balance,Successful,MERCH_0591,Android,Urban,96.8406
3719,e09e0a24-fc33-429f-9304-a5195aa170f8,USER__003,2024-10-24,Internet Bill,4G Unlimited Plan,Airtel Broadband,1459.18,15.22,36.48,699,Credit Card,Successful,MERCH_0899,Android,Suburban,17.692800000000002
3720,47c329a9-cf4b-4f33-a514-5659d2c51ec6,USER__107,2024-11-29,Education Fee,IELTS Training,Coursera,1673.52,14.29,46.25,9,Credit Card,Successful,MERCH_0462,iOS,Urban,20.25372
3721,877dc465-fbea-4ce3-8380-1c697d8da0c8,USER__192,2024-09-20,Online Shopping,Wireless Earbuds,Myntra,4244.22,43.32,54.25,744,Bank Transfer,Successful,MERCH_0598,Android,Rural,51.45048
3722,df033e49-1952-4b0e-8da1-739b8f1ff6d3,USER__063,2024-11-01,Insurance Premium,Travel Insurance,Max Life,9245.7,7.13,59.22,920,Debit Card,Successful,MERCH_0842,Web,Urban,111.03396000000001
3723,d068d788-6b15-407f-b53c-e98658c4f28d,USER__133,2024-09-08,Electricity Bill,Agricultural Bill,Reliance Energy,101.66,9.74,6.83,832,Wallet Balance,Successful,MERCH_0116,Web,Urban,1.3368
3724,37c3e3f8-bfc5-495f-8947-ea4abb966c02,USER__115,2024-12-29,Insurance Premium,Health Insurance,Max Life,3871.56,29.75,62.09,942,Bank Transfer,Successful,MERCH_0364,Android,Urban,46.81572
3725,af1c0dea-fbbe-4fc7-98be-9d63682dd459,USER__089,2024-11-28,Loan Repayment,Education Loan EMI,HDFC Bank,8571.31,32.88,27.77,11,UPI,Successful,MERCH_0052,Android,Suburban,103.25027999999999
3726,074af9b8-5c02-48bc-bf99-5867c5a4eafb,USER__085,2025-01-03,Education Fee,Digital Marketing Certification,BYJU'S,5782.14,12.79,70.65,543,UPI,Successful,MERCH_0181,iOS,Urban,69.53916000000001
3727,5449810f-cb87-4297-93ab-b99fee1c76b6,USER__030,2024-10-28,Food Delivery,Butter Chicken,Swiggy,1227.28,31.06,75.87,298,Bank Transfer,Successful,MERCH_0622,iOS,Urban,15.10008
3728,53e8b9b7-e932-486e-949f-f64d102fc7b0,USER__123,2024-12-08,Loan Repayment,Education Loan EMI,SBI,7622.75,38.5,24.55,431,Credit Card,Successful,MERCH_0814,iOS,Urban,91.935
3730,0354af9c-479e-4930-bd16-4b9f50b4bc5d,USER__088,2025-01-01,Electricity Bill,Residential Bill,Reliance Energy,2635.27,28.88,99.26,767,Credit Card,Successful,MERCH_0312,iOS,Urban,31.969800000000003
3731,1b9d90c7-236d-4b40-9033-2884336aa1a7,USER__142,2024-11-06,Hotel Booking,Suite,Fab Hotels,4142.03,25.25,52.45,340,UPI,Successful,MERCH_0009,Android,Rural,50.00736
3732,53e3fbda-5d6d-4e2d-8b26-e87dd6c26584,USER__052,2024-10-13,Electricity Bill,Temporary Connection Bill,Reliance Energy,957.98,23.5,64.25,594,Credit Card,Successful,MERCH_0247,Android,Urban,11.77776
3733,7d865f00-c6e4-4e3f-b85a-74c73b9a3bcc,USER__026,2025-01-02,Movie Ticket,Dangal,SPI Cinemas,6204.89,48.12,95.64,701,Credit Card,Successful,MERCH_0624,Android,Urban,75.03612000000001
3734,86616370-2040-42f8-b815-d4a12aebf90b,USER__107,2024-12-19,Streaming Service,Standard Plan,Hotstar,3162.98,6.62,43.96,142,Wallet Balance,Successful,MERCH_0780,Web,Urban,38.0352
3735,64fe2c8e-5f4f-43bb-a5c3-479a15708fab,USER__152,2024-09-27,Water Bill,Residential Connection,Chennai Metro Water,6875.21,19.59,81.12,353,Debit Card,Successful,MERCH_0628,Android,Rural,82.7376
3736,50129103-b355-4089-8c77-96cf60f4f82b,USER__099,2024-10-07,Loan Repayment,Home Loan EMI,Axis Bank,8646.77,42.95,73.07,539,Wallet Balance,Successful,MERCH_0767,Android,Urban,104.27664000000001
3737,e4c553bf-4eee-48b0-8b48-be52721f4eb9,USER__013,2024-10-04,Loan Repayment,Car Loan Installment,Bajaj Finserv,2958.7,48.84,48.7,172,UPI,Successful,MERCH_0952,Android,Urban,36.09048
3738,73ae9719-08ea-4e90-a6b0-811d11806ac9,USER__052,2024-11-27,Online Shopping,Smart LED TV,Amazon,2549.25,32.17,75.76,741,Credit Card,Successful,MERCH_0830,iOS,Urban,30.977040000000002
3739,d0d842e0-c48e-4d4a-9304-aae1583b05a3,USER__058,2024-10-23,Rent Payment,PG Accommodation,Nestaway,6015.61,0.68,11.1,132,UPI,Successful,MERCH_0923,Android,Urban,72.19548
