Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,USD,Merchant
7/08/2016,Saving Bank account 1,Investment,Mutual fund,,1000.0,Expense,INR,12.0,Target
7/08/2016,Saving Bank account 1,Family,exam fee,PET Psychology,750.0,Expense,INR,9.0,Interac Transfer
5/08/2016,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR,12.0,Starbucks
5/08/2016,Saving Bank account 1,Investment,Mutual fund,,1000.0,Expense,INR,12.0,Starbucks
4/08/2016,Saving Bank account 1,Family,misc,ipad cover,260.0,Expense,INR,3.12,Interac Transfer
1/08/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000.0,Expense,INR,120.0,Uber
1/08/2016,Saving Bank account 1,Money transfer,,,15000.0,Expense,INR,180.0,Lyft
31/07/2016 18:51,Saving Bank account 1,Salary,,From workplace ,51556.0,Income,INR,618.672,Home Depot
31/07/2016 18:50,Cash,Other,,frame for specs,250.0,Expense,INR,3.0,Uber
25/07/2016 10:48,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR,3.012,Shell
21/07/2016 16:33,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR,3.012,eBay
20/07/2016 7:03,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge 365 days,2599.0,Expense,INR,31.188,Best Buy
13/07/2016 10:21,Cash,Health,Medicine,citrizen + crocine,10.0,Expense,INR,0.12,Target
12/07/2016,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR,12.0,Home Depot
12/07/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR,12.0,Target
7/07/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000.0,Expense,INR,12.0,Home Depot
5/07/2016,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR,12.0,Lyft
5/07/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000.0,Expense,INR,12.0,Best Buy
5/07/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR,3.012,Uber
4/07/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR,3.012,Uber
1/07/2016,Saving Bank account 1,Family,misc,Family Mobile Service Provider recharge,2599.0,Expense,INR,31.188,Interac Transfer
1/07/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000.0,Expense,INR,120.0,Amazon
1/07/2016,Saving Bank account 1,Money transfer,,,15000.0,Expense,INR,180.0,Shell
30/06/2016 11:40,Saving Bank account 1,Interest,,interest paid,740.0,Income,INR,8.88,Target
30/06/2016 11:40,Saving Bank account 1,Other,,pan card application,106.9,Expense,INR,1.2828,Target
30/06/2016 8:20,Saving Bank account 1,Salary,,From workplace ,51544.0,Income,INR,618.528,eBay
27/06/2016 17:09,Saving Bank account 1,Transportation,Travels,Chalisgaon to Baroda return,3200.0,Expense,INR,38.4,Lyft
27/06/2016 10:10,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR,3.012,Starbucks
23/06/2016 12:02,Saving Bank account 1,subscription,Amazon Prime,Amazon prime subscription,995.0,Expense,INR,11.94,Home Depot
22/06/2016 11:20,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider sim card porting,350.0,Expense,INR,4.2,Starbucks
20/06/2016 22:19,Saving Bank account 1,Food,snacks,icecream,140.0,Expense,INR,1.68,Target
19/06/2016 18:49,Saving Bank account 1,Food,Grocery,grocery,600.0,Expense,INR,7.2,eBay
19/06/2016 17:10,Saving Bank account 1,Family,exam fee,Family exam form,905.0,Expense,INR,10.86,Interac Transfer
18/06/2016 19:45,Cash,Other,,flour mill,38.0,Expense,INR,0.456,Best Buy
12/06/2016,Cash,Food,Eggs,,84.0,Expense,INR,1.008,Uber
12/06/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR,3.012,Lyft
10/06/2016,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR,12.0,Lyft
10/06/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR,12.0,eBay
7/06/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000.0,Expense,INR,12.0,Uber
5/06/2016,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR,12.0,Target
5/06/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000.0,Expense,INR,12.0,Amazon
5/06/2016,Cash,Food,Grocery,biscuits + medicine,68.0,Expense,INR,0.816,eBay
1/06/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000.0,Expense,INR,120.0,Walmart
1/06/2016,Saving Bank account 1,Money transfer,,,10000.0,Expense,INR,120.0,Home Depot
1/06/2016,Cash,Food,Water,1 Jar,25.0,Expense,INR,0.3,Uber
31/05/2016 9:55,Saving Bank account 1,Salary,,From workplace ,51556.0,Income,INR,618.672,Best Buy
31/05/2016 9:51,Saving Bank account 1,Transportation,auto,Permanent Residence to LB road,50.0,Expense,INR,0.6,Best Buy
30/05/2016 12:46,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR,3.012,eBay
29/05/2016 19:16,Saving Bank account 1,Food,Grocery,sanitary napkins+chocolates+Maggie+khajoor,504.0,Expense,INR,6.048,Amazon
22/05/2016 11:13,Saving Bank account 1,Grooming,Saloon,hair cut+shaving,120.0,Expense,INR,1.44,Home Depot
22/05/2016 11:13,Cash,Transportation,auto,Permanent Residence to nearby hospital,40.0,Expense,INR,0.48,Lyft
19/05/2016 9:21,Saving Bank account 1,Food,Grocery,agarbatti + icecream pack,180.0,Expense,INR,2.16,Walmart
17/05/2016 21:59,Saving Bank account 1,Investment,LIC,Life Insurance,11286.0,Expense,INR,135.432,Walmart
17/05/2016 12:34,Cash,Other,,Aadhar mobile number and email id updated,100.0,Expense,INR,1.2,eBay
16/05/2016 20:48,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR,3.012,Home Depot
10/05/2016,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR,12.0,Target
10/05/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR,12.0,Shell
7/05/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000.0,Expense,INR,12.0,Target
6/05/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR,3.012,Home Depot
5/05/2016,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR,12.0,Uber
5/05/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000.0,Expense,INR,12.0,Amazon
3/05/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR,3.012,Lyft
2/05/2016,Cash,Other,,flour mill,25.0,Expense,INR,0.3,Shell
1/05/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000.0,Expense,INR,120.0,Starbucks
1/05/2016,Saving Bank account 1,Money transfer,,,10000.0,Expense,INR,120.0,Home Depot
30/04/2016 21:58,Saving Bank account 1,Salary,,From workplace ,51562.45,Income,INR,618.7494,Lyft
28/04/2016 22:24,Saving Bank account 1,subscription,Hotstar,subscription,299.0,Expense,INR,3.588,Walmart
26/04/2016 8:30,Saving Bank account 1,Food,Grocery,dettol handwash + khari + toast + goodday,259.0,Expense,INR,3.108,Uber
24/04/2016 22:10,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR,2.028,Amazon
20/04/2016 10:27,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR,3.012,Best Buy
16/04/2016 21:24,Cash,Household,Toiletries,sensodyne toothbrush,50.0,Expense,INR,0.6,Amazon
15/04/2016 7:04,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR,3.012,Starbucks
12/04/2016,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR,12.0,Target
12/04/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR,12.0,eBay
11/04/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR,3.012,Target
11/04/2016,Saving Bank account 1,Food,Grocery,,1279.0,Expense,INR,15.348,Amazon
7/04/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000.0,Expense,INR,12.0,Amazon
5/04/2016,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR,12.0,Uber
5/04/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000.0,Expense,INR,12.0,Shell
3/04/2016,Saving Bank account 1,subscription,OTT Platform,subscription 1 yr,300.0,Expense,INR,3.6,Starbucks
2/04/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR,3.012,Target
2/04/2016,Cash,Food,beverage,rasna orange,20.0,Expense,INR,0.24,Shell
2/04/2016,Cash,Transportation,auto,LB road to Permanent Residence,50.0,Expense,INR,0.6,Home Depot
2/04/2016,Cash,Other,,jeevan drop,30.0,Expense,INR,0.36,eBay
1/04/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000.0,Expense,INR,120.0,eBay
1/04/2016,Saving Bank account 1,Money transfer,,,10000.0,Expense,INR,120.0,Walmart
31/03/2016 10:25,Saving Bank account 1,Salary,,From workplace ,70806.0,Income,INR,849.672,Uber
29/03/2016 5:35,Cash,Other,,owalni,100.0,Expense,INR,1.2,eBay
28/03/2016 15:20,Saving Bank account 1,Other,,hit spray(99)+biscuits+mask,159.0,Expense,INR,1.908,Uber
22/03/2016 14:53,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR,2.028,Lyft
21/03/2016 4:26,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR,3.012,eBay
20/03/2016 12:05,Cash,Food,Grocery,sambhar masala,35.0,Expense,INR,0.42,Uber
20/03/2016 12:05,Cash,Other,,print out,5.0,Expense,INR,0.06,eBay
16/03/2016 12:44,Saving Bank account 1,Gift,,Ganesh murthi,80.0,Expense,INR,0.96,Walmart
15/03/2016 17:08,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR,3.012,Starbucks
11/03/2016,Cash,Food,Grocery,cheese cubes(2)+ neutralite butter,60.0,Expense,INR,0.72,Target
11/03/2016,Cash,Other,,watch repair,250.0,Expense,INR,3.0,Target
11/03/2016,Cash,Education,School supplies,Gel pens,20.0,Expense,INR,0.24,Uber
10/03/2016,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR,12.0,Home Depot
10/03/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR,12.0,Best Buy
8/03/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000.0,Expense,INR,12.0,Best Buy
6/03/2016,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR,3.012,Best Buy
5/03/2016,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR,12.0,Shell
5/03/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000.0,Expense,INR,12.0,Shell
2/03/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000.0,Expense,INR,120.0,Shell
28/02/2016 19:38,Saving Bank account 1,Food,snacks,biscuits,70.0,Expense,INR,0.84,Target
28/02/2016 10:08,Cash,Grooming,Saloon,hair cut,100.0,Expense,INR,1.2,Walmart
28/02/2016 10:08,Saving Bank account 1,Food,snacks, pedhe,100.0,Expense,INR,1.2,Shell
28/02/2016 10:07,Cash,Other,,flour mill,11.0,Expense,INR,0.132,eBay
27/02/2016 7:49,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR,3.012,Lyft
27/02/2016 7:49,Cash,Other,,moscuito racket,250.0,Expense,INR,3.0,Lyft
27/02/2016 7:49,Saving Bank account 1,Food,snacks, pedhe,50.0,Expense,INR,0.6,eBay
26/02/2016 20:26,Saving Bank account 1,Money transfer,,,10000.0,Expense,INR,120.0,Uber
26/02/2016 20:25,Saving Bank account 1,Salary,,From workplace ,49806.0,Income,INR,597.672,Target
24/02/2016 6:35,Saving Bank account 1,subscription,Audible,audible subscription,199.0,Expense,INR,2.388,eBay
22/02/2016 21:02,Cash,Food,snacks,5star (2)+munch(2),40.0,Expense,INR,0.48,Amazon
22/02/2016 9:05,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR,2.028,Walmart
20/02/2016 19:45,Cash,Food,Grocery,biscuits,85.0,Expense,INR,1.02,Home Depot
14/02/2016 21:35,Cash,Food,Grocery,bread (10)+Cadbury(10)+ cheese + myvaneese+pav bhaji masala,165.0,Expense,INR,1.98,Amazon
13/02/2016 11:14,Cash,Transportation,auto,within city,40.0,Expense,INR,0.48,Home Depot
13/02/2016 11:14,Saving Bank account 1,Health,Health,hand gloves 4 pairs,80.0,Expense,INR,0.96,Shell
10/02/2016,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR,12.0,Lyft
10/02/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR,12.0,Target
8/02/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000.0,Expense,INR,12.0,Walmart
8/02/2016,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR,3.012,Starbucks
7/02/2016,Cash,Food,Grocery,,160.0,Expense,INR,1.92,Best Buy
5/02/2016,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR,12.0,Best Buy
5/02/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000.0,Expense,INR,12.0,Target
1/02/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000.0,Expense,INR,120.0,Lyft
31/01/2016 11:19,Saving Bank account 1,Money transfer,,,10000.0,Expense,INR,120.0,Walmart
31/01/2016 11:17,Saving Bank account 1,Salary,,From workplace ,49806.0,Income,INR,597.672,Uber
26/01/2016 19:46,Saving Bank account 1,subscription,Audible,audible subscription,199.0,Expense,INR,2.388,Walmart
22/01/2016 9:58,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR,2.028,Lyft
13/01/2016 12:06,Saving Bank account 1,Other,,wedding gift,45000.0,Income,INR,540.0,Walmart
12/01/2016,Cash,Apparel,Footwear,slippers,200.0,Expense,INR,2.4,Starbucks
11/01/2016,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR,12.0,Lyft
11/01/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR,12.0,Target
10/01/2016,Cash,Household,Kitchen,chalk for ants,15.0,Expense,INR,0.18,eBay
9/01/2016,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR,3.012,Target
8/01/2016,Saving Bank account 1,Other,,laptop table,1994.0,Expense,INR,23.928,Lyft
7/01/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000.0,Expense,INR,12.0,Shell
5/01/2016,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR,12.0,Walmart
5/01/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000.0,Expense,INR,12.0,Amazon
5/01/2016,Cash,Food,,cake,350.0,Expense,INR,4.2,Lyft
5/01/2016,Cash,Transportation,auto,grandparents to Permanent Residence,30.0,Expense,INR,0.36,Best Buy
1/01/2016,Cash,Food,,Everest pav bhaji masala,35.0,Expense,INR,0.42,eBay
1/01/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000.0,Expense,INR,120.0,Target
1/01/2016,Saving Bank account 1,Money transfer,,,10000.0,Expense,INR,120.0,Uber
1/01/2016,Saving Bank account 1,Food,,Amul butter 100gm(4 pcs),192.0,Expense,INR,2.304,Best Buy
31/12/2015 17:00,Cash,Food,,cake + balloon (150)+caps(50+40),540.0,Expense,INR,6.48,Shell
31/12/2015 16:56,Saving Bank account 1,Salary,,From workplace ,77335.0,Income,INR,928.02,Home Depot
30/12/2015 17:31,Cash,Food,,cake advance,100.0,Expense,INR,1.2,Uber
30/12/2015 17:30,Cash,Beauty,Makeup,hair cut+shaving+dye+facial,2000.0,Expense,INR,24.0,Amazon
26/12/2015 23:53,Cash,Other,,flour mill,28.0,Expense,INR,0.336,eBay
26/12/2015 7:27,Saving Bank account 1,Other,,audible subscription,199.0,Expense,INR,2.388,Target
25/12/2015 17:24,Saving Bank account 1,Apparel,Footwear,sliper,270.0,Expense,INR,3.24,Best Buy
25/12/2015 17:24,Cash,Household,Kitchen,dustbin bags,50.0,Expense,INR,0.6,Target
21/12/2015 23:18,Saving Bank account 1,Other,,kindle unlimited,169.0,Expense,INR,2.028,Home Depot
20/12/2015 9:08,Saving Bank account 1,Gift,,secret Santa - diary,465.0,Expense,INR,5.58,Shell
19/12/2015 22:28,Cash,Food,Eggs,,80.0,Expense,INR,0.96,Shell
19/12/2015 21:14,Saving Bank account 1,Health,Medicine,hand sanitizer,220.0,Expense,INR,2.64,Starbucks
19/12/2015 14:20,Saving Bank account 1,Health,Medicine,eye drop maxmoist,235.0,Expense,INR,2.82,Amazon
12/12/2015,Saving Bank account 1,Transportation,auto,within city,50.0,Expense,INR,0.6,Walmart
11/12/2015,Cash,Transportation,auto,station to Permanent Residence,100.0,Expense,INR,1.2,Amazon
10/12/2015,Saving Bank account 1,Investment,Mutual fund,,1000.0,Expense,INR,12.0,Shell
10/12/2015,Saving Bank account 1,Recurring Deposit,,,1000.0,Expense,INR,12.0,Target
8/12/2015,Cash,Other,,flour mill,28.0,Expense,INR,0.336,Shell
7/12/2015,Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR,12.0,Target
5/12/2015,Saving Bank account 1,Recurring Deposit,,,1000.0,Expense,INR,12.0,Home Depot
5/12/2015,Cash,Food,snacks,Cadbury 2 + chips 2,90.0,Expense,INR,1.08,Lyft
5/12/2015,Cash,Other,,petrol,200.0,Expense,INR,2.4,Home Depot
5/12/2015,Saving Bank account 1,Investment,Mutual fund,ICICI prudential,1000.0,Expense,INR,12.0,Amazon
2/12/2015,Cash,Apparel,Footwear,Kolhapuri chappal,325.0,Expense,INR,3.9,Shell
1/12/2015,Saving Bank account 1,Apparel,Footwear,roadstar black fishermen sandals,773.0,Expense,INR,9.276,Lyft
1/12/2015,Cash,Food,Eggs,,84.0,Expense,INR,1.008,Starbucks
1/12/2015,Saving Bank account 1,Money transfer,,,50000.0,Expense,INR,600.0,Best Buy
1/12/2015,Saving Bank account 1,Public Provident Fund,,,10000.0,Expense,INR,120.0,Home Depot
1/12/2015,Saving Bank account 1,Gift,,to Family,1024.0,Expense,INR,12.288,Shell
30/11/2015 11:30,Saving Bank account 1,Salary,,From workplace ,49806.0,Income,INR,597.672,Target
29/11/2015 9:27,Cash,Transportation,auto,,50.0,Expense,INR,0.6,Starbucks
29/11/2015 9:27,Cash,Transportation,auto,,30.0,Expense,INR,0.36,Best Buy
29/11/2015 9:27,Cash,Transportation,auto,,40.0,Expense,INR,0.48,Uber
27/11/2015 16:25,Cash,Food,snacks,egg roll,25.0,Expense,INR,0.3,eBay
26/11/2015 6:51,Saving Bank account 1,Other,,audible subscription,199.0,Expense,INR,2.388,Lyft
21/11/2015 21:40,Saving Bank account 1,Other,,Mobile Service Provider recharge wfh,251.0,Expense,INR,3.012,Uber
21/11/2015 21:39,Cash,Food,Eggs,1 dozen,84.0,Expense,INR,1.008,Walmart
15/11/2015 19:52,Saving Bank account 1,Bonus,,Diwali gift,1500.0,Income,INR,18.0,eBay
14/11/2015 21:38,Cash,Other,,flowers (.5kg)+sweets (.25gm+10/-)+vegetables (1.5kg),310.0,Expense,INR,3.72,Lyft
12/11/2015,Cash,Food,Eating out,egg roll,25.0,Expense,INR,0.3,Starbucks
10/11/2015,Saving Bank account 1,Recurring Deposit,,,1000.0,Expense,INR,12.0,Starbucks
10/11/2015,Saving Bank account 1,Investment,Mutual fund, mutual fund,1000.0,Expense,INR,12.0,Walmart
7/11/2015,Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR,12.0,Amazon
7/11/2015,Saving Bank account 1,Other,,Mobile Service Provider recharge wfh,251.0,Expense,INR,3.012,Walmart
5/11/2015,Saving Bank account 1,Investment,Mutual fund,ICICI prudential,1000.0,Expense,INR,12.0,Walmart
5/11/2015,Saving Bank account 1,Recurring Deposit,,,1000.0,Expense,INR,12.0,Uber
5/11/2015,Cash,Food,Dinner,12 eggs,84.0,Expense,INR,1.008,Target
4/11/2015,Cash,Public Provident Fund,,,10000.0,Expense,INR,120.0,Uber
3/11/2015,Cash,Transportation,auto,Permanent Residence to nearby  hospital,40.0,Expense,INR,0.48,Lyft
1/11/2015,Saving Bank account 1,Money transfer,,,10000.0,Expense,INR,120.0,Walmart
1/11/2015,Cash,Transportation,auto,Locality V to Permanent Residence,70.0,Expense,INR,0.84,Lyft
31/10/2015 19:29,Cash,Food,snacks,water bottle + khari sing,70.0,Expense,INR,0.84,Lyft
31/10/2015 19:06,Cash,Transportation,auto,b45 to Pandya bridge,71.0,Expense,INR,0.852,Amazon
31/10/2015 19:05,Cash,Food,Tea,,10.0,Expense,INR,0.12,Amazon
31/10/2015 12:09,Saving Bank account 1,Salary,,From workplace ,49806.0,Income,INR,597.672,Lyft
31/10/2015 12:08,Cash,Food,snacks,sweats,250.0,Expense,INR,3.0,Shell
31/10/2015 9:27,Cash,Health,Health,face mask,150.0,Expense,INR,1.8,Shell
31/10/2015 9:26,Cash,Transportation,auto,golden circle to b45,180.0,Expense,INR,2.16,Best Buy
30/10/2015 14:13,Cash,Beauty,grooming,hair cut,50.0,Expense,INR,0.6,Shell
30/10/2015 6:35,Cash,Transportation,auto,Permanent Residence to kacheri,30.0,Expense,INR,0.36,Shell
29/10/2015 10:17,Saving Bank account 1,Transportation,Bus,redbus - brc to Place 2,665.0,Expense,INR,7.98,Walmart
28/10/2015 21:38,Saving Bank account 1,Gift,,to Family,1000.0,Expense,INR,12.0,Starbucks
28/10/2015 21:28,Cash,Transportation,Bus,Place 2 to brc travels,660.0,Expense,INR,7.92,Target
27/10/2015 7:48,Saving Bank account 1,Other,,audible subscription,199.0,Expense,INR,2.388,Shell
25/10/2015 17:55,Cash,Household,Kitchen,Sapat Parivar Tea half kg,240.0,Expense,INR,2.88,Home Depot
24/10/2015 18:57,Cash,Household,Appliances,plumber,100.0,Expense,INR,1.2,Starbucks
23/10/2015 14:30,Cash,Transportation,auto,mandir to hospital,20.0,Expense,INR,0.24,Starbucks
23/10/2015 8:23,Cash,Other,,hanger clips,40.0,Expense,INR,0.48,Walmart
22/10/2015 13:10,Saving Bank account 1,Other,,Mobile Service Provider recharge wfh,251.0,Expense,INR,3.012,Walmart
21/10/2015 18:16,Cash,Other,,toll+petrol,500.0,Expense,INR,6.0,Best Buy
18/10/2015 21:35,Saving Bank account 1,Apparel,Clothing,belt + socs,1479.0,Expense,INR,17.748,Walmart
18/10/2015 21:35,Saving Bank account 1,Transportation,Taxi,Ola - Place 1 to Place 5 to and fro,803.0,Expense,INR,9.636,Uber
18/10/2015 21:35,Cash,Money transfer,,,2000.0,Expense,INR,24.0,Target
10/10/2015,Saving Bank account 1,Recurring Deposit,,,1000.0,Expense,INR,12.0,Shell
10/10/2015,Saving Bank account 1,Investment,Mutual fund, mutual fund,1000.0,Expense,INR,12.0,Best Buy
7/10/2015,Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR,12.0,Lyft
7/10/2015,Saving Bank account 1,Gift,,kindle + gift wrap,8029.0,Expense,INR,96.348,Lyft
5/10/2015,Saving Bank account 1,Investment,Mutual fund,ICICI prudential,1000.0,Expense,INR,12.0,Walmart
5/10/2015,Saving Bank account 1,Recurring Deposit,,,1000.0,Expense,INR,12.0,Shell
2/10/2015,Saving Bank account 1,Food,beverage,cold coffee,420.0,Expense,INR,5.04,Home Depot
1/10/2015,Saving Bank account 1,Public Provident Fund,,,10000.0,Expense,INR,120.0,Amazon
30/09/2015 14:25,Saving Bank account 1,Salary,,From workplace ,49806.0,Income,INR,597.672,Lyft
30/09/2015 14:24,Cash,Other,,phone cover,100.0,Expense,INR,1.2,Home Depot
28/09/2015 10:54,Cash,Other,,Mobile Service Provider sim card,350.0,Expense,INR,4.2,Target
28/09/2015 10:53,Cash,Health,Health,6 pairs of use and throw gloves,120.0,Expense,INR,1.44,Walmart
28/09/2015 10:52,Cash,Health,Health,2 n95 masks,300.0,Expense,INR,3.6,Walmart
27/09/2015 10:54,Saving Bank account 1,Other,,audible subscription,199.0,Expense,INR,2.388,Walmart
26/09/2015 8:24,Cash,Other,,shoe polish,30.0,Expense,INR,0.36,Shell
21/09/2015 8:10,Saving Bank account 1,Other,,Mobile Service Provider fi router,2099.0,Expense,INR,25.188,Lyft
11/09/2015,Saving Bank account 1,Food,Lunch,chicken lollypop + biryani,379.0,Expense,INR,4.548,Starbucks
10/09/2015,Saving Bank account 1,Investment,Mutual fund, mutual fund,1000.0,Expense,INR,12.0,Lyft
10/09/2015,Saving Bank account 1,Recurring Deposit,,,1000.0,Expense,INR,12.0,Best Buy
7/09/2015,Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR,12.0,Target
5/09/2015,Saving Bank account 1,Recurring Deposit,,,1000.0,Expense,INR,12.0,Target
5/09/2015,Saving Bank account 1,Investment,Mutual fund,ICICI prudential,1000.0,Expense,INR,12.0,Lyft
4/09/2015,Saving Bank account 1,Other,,return deposit,4800.0,Income,INR,57.6,Lyft
1/09/2015,Saving Bank account 1,Public Provident Fund,,,10000.0,Expense,INR,120.0,Home Depot
31/08/2015 13:33,Saving Bank account 1,Salary,,From workplace ,49806.0,Income,INR,597.672,Best Buy
31/08/2015 11:48,Saving Bank account 1,Money transfer,,,10000.0,Expense,INR,120.0,eBay
31/08/2015 7:47,Saving Bank account 1,Other,,Screw driver kit,287.0,Expense,INR,3.444,Walmart
30/08/2015 13:18,Saving Bank account 1,Other,,all out refill,72.0,Expense,INR,0.864,Best Buy
28/08/2015 9:38,Saving Bank account 1,Other,,audible subscription,199.0,Expense,INR,2.388,Shell
14/08/2015 9:22,Saving Bank account 1,Household,Kitchen,mixer Philips 7756,3499.0,Expense,INR,41.988,Amazon
13/08/2015 9:41,Saving Bank account 1,Other,,internet renewal (3 months pack),1450.0,Expense,INR,17.4,eBay
10/08/2015,Saving Bank account 1,Recurring Deposit,,,1000.0,Expense,INR,12.0,Best Buy
10/08/2015,Saving Bank account 1,Investment,Mutual fund, mutual fund,1000.0,Expense,INR,12.0,Target
7/08/2015,Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR,12.0,Walmart
5/08/2015,Saving Bank account 1,Recurring Deposit,,,1000.0,Expense,INR,12.0,Starbucks
5/08/2015,Saving Bank account 1,Investment,Mutual fund,ICICI prudential,1000.0,Expense,INR,12.0,eBay
3/08/2015,Saving Bank account 1,maid,,,333.0,Expense,INR,3.996,Shell
2/08/2015,Saving Bank account 1,Money transfer,,,10000.0,Expense,INR,120.0,Shell
2/08/2015,Saving Bank account 1,Public Provident Fund,,,10000.0,Expense,INR,120.0,Lyft
2/08/2015,Saving Bank account 1,Rent,,,2500.0,Expense,INR,30.0,Starbucks
31/07/2015 14:38,Saving Bank account 1,Salary,,From workplace ,47859.0,Income,INR,574.308,Walmart
29/07/2015 14:36,Saving Bank account 1,Other,,audible subscription,199.0,Expense,INR,2.388,Home Depot
19/07/2015 22:24,Saving Bank account 1,Other,,Mobile Service Provider recharge 365 days,2599.0,Expense,INR,31.188,Home Depot
10/07/2015,Saving Bank account 1,Investment,Mutual fund, mutual fund,1000.0,Expense,INR,12.0,Walmart
10/07/2015,Saving Bank account 1,Recurring Deposit,,,1000.0,Expense,INR,12.0,Lyft
